Order ID,Product ID,Category,Sub-Category,Order Date,Ship Date,Customer ID,Customer Name,Region,Country,Sales,Quantity,Discount,Profit,Shipping Cost,Payment Method,Review Score
ORD996,PROD1006,Sports,Sportswear,31-01-2025,02-02-2025,CUST1106,Rebekah Smith,Europe,Italy,241.18,2,0.08,53.44,40.16,Gift Card,5
ORD997,PROD1007,Home & Kitchen,Cookware,04-07-2024,12-07-2024,CUST1107,Patricia Romero DVM,Australia,New Zealand,322.06,2,0.08,41.05,34.51,PayPal,3
ORD998,PROD1008,Sports,Dumbbells,03-06-2024,12-06-2024,CUST1108,Jennifer Smith,Asia,India,160.85,4,0.26,31.03,36.82,PayPal,4
ORD999,PROD1009,Beauty,Makeup,01-10-2024,09-10-2024,CUST1109,Jeffrey Smith,Australia,New Zealand,379.26,4,0.14,73.36,41.75,Debit Card,3
ORD1000,PROD1010,Books,Comics,23-11-2024,29-11-2024,CUST1110,Kimberly Thomas,North America,USA,122.83,1,0.12,27.98,43.54,Gift Card,1
ORD1001,PROD1011,Books,Educational,01-09-2024,03-09-2024,CUST1111,Amanda Johnson,North America,Canada,257.08,2,0.25,62.25,11.84,PayPal,4
ORD1002,PROD1012,Books,Comics,28-09-2024,03-10-2024,CUST1112,Sara Martinez,Australia,New Zealand,165.2,1,0.07,38.62,40.14,Gift Card,1
ORD1003,PROD1013,Home & Kitchen,Furniture,27-08-2024,01-09-2024,CUST1113,Johnny Benitez,Australia,Australia,261.01,3,0.1,36.09,33.14,Credit Card,4
ORD1004,PROD1014,Electronics,Tablets,08-12-2024,14-12-2024,CUST1114,Kayla Estrada,Asia,Japan,108.72,1,0.26,30.2,33.46,Gift Card,5
ORD1005,PROD1015,Toys,Puzzles,08-03-2024,16-03-2024,CUST1115,Erin Castro,Europe,Italy,271.79,2,0.1,35.78,36.01,Credit Card,1
ORD1006,PROD1016,Beauty,Haircare,07-10-2024,15-10-2024,CUST1116,Emma Sherman,North America,Canada,174.28,1,0.21,34.36,38.66,Gift Card,1
ORD1007,PROD1017,Home & Kitchen,Bedding,23-12-2024,01-01-2025,CUST1117,Amy Long,North America,USA,408.42,2,0.15,119.58,19.67,PayPal,1
ORD1008,PROD1018,Home & Kitchen,Decor,13-08-2024,16-08-2024,CUST1118,Debra Wilson,Asia,Japan,277.1,3,0.06,42.54,33.1,Debit Card,3
ORD1009,PROD1019,Beauty,Makeup,03-07-2024,05-07-2024,CUST1119,Kevin Contreras,Australia,Australia,119.93,4,0.27,23.8,22.05,PayPal,2
ORD1010,PROD1020,Sports,Sportswear,22-02-2025,27-02-2025,CUST1120,Bruce Charles,North America,Mexico,333.5,3,0.22,35.7,17.29,PayPal,5
ORD1011,PROD1021,Toys,Board Games,21-07-2024,26-07-2024,CUST1121,Taylor Miller,South America,Argentina,218.68,1,0.24,57.19,20.46,Credit Card,3
ORD1012,PROD1022,Home & Kitchen,Cookware,30-07-2024,04-08-2024,CUST1122,Jonathan Holden,South America,Argentina,267.75,1,0.21,74.99,39.52,PayPal,4
ORD1013,PROD1023,Electronics,Headphones,11-08-2024,15-08-2024,CUST1123,Amanda Johnson,North America,Canada,119.33,4,0.19,21.16,37.95,Credit Card,4
ORD1014,PROD1024,Books,Comics,29-09-2024,05-10-2024,CUST1124,David Reyes,Australia,Australia,452.71,1,0.05,67.35,34.59,Credit Card,2
ORD1015,PROD1025,Clothing,Shoes,18-10-2024,25-10-2024,CUST1125,David Everett,North America,Canada,171.41,3,0.12,18.45,47.04,Debit Card,1
ORD1016,PROD1026,Beauty,Perfumes,19-11-2024,22-11-2024,CUST1126,Lawrence Baird,South America,Brazil,100.89,2,0.08,29.67,19.59,PayPal,1
ORD1017,PROD1027,Toys,Board Games,30-08-2024,01-09-2024,CUST1127,Jennifer Jenkins,Europe,Germany,485.62,3,0.22,85.7,20.07,Debit Card,4
ORD1018,PROD1028,Toys,Board Games,18-02-2025,24-02-2025,CUST1128,Leah Weaver,Australia,New Zealand,50.37,3,0.22,7.55,44.32,Gift Card,3
ORD1019,PROD1029,Clothing,Jeans,16-08-2024,19-08-2024,CUST1129,John Joseph,Europe,Italy,108.95,2,0.11,17.57,10.73,PayPal,5
ORD1020,PROD1030,Home & Kitchen,Decor,23-09-2024,26-09-2024,CUST1130,Thomas Day,Australia,Australia,353.56,1,0.07,42.65,6.92,PayPal,1
ORD1021,PROD1031,Sports,Sportswear,09-05-2024,11-05-2024,CUST1131,Gregory Butler,North America,Mexico,358.74,1,0.15,90.69,20.14,Debit Card,2
ORD1022,PROD1032,Beauty,Haircare,13-12-2024,21-12-2024,CUST1132,Todd Griffin,Australia,New Zealand,488.71,1,0.01,81.28,41.23,Debit Card,4
ORD1023,PROD1033,Home & Kitchen,Decor,08-10-2024,17-10-2024,CUST1133,Bradley Johnson,North America,Mexico,61.29,2,0.13,11.55,16.05,Debit Card,1
ORD1024,PROD1034,Beauty,Perfumes,25-03-2024,27-03-2024,CUST1134,Christopher Butler,Australia,New Zealand,93.8,4,0.11,21.31,12.32,Gift Card,2
ORD1025,PROD1035,Books,Fiction,29-04-2024,07-05-2024,CUST1135,Ricardo Morgan,Asia,South Korea,76.58,1,0.11,20.7,45.38,Gift Card,3
ORD1026,PROD1036,Electronics,Laptops,26-04-2024,28-04-2024,CUST1136,Karla Hart,Asia,Japan,253.45,4,0.26,50.7,25.38,PayPal,5
ORD1027,PROD1037,Toys,Stuffed Toys,27-02-2025,08-03-2025,CUST1137,Stephanie Lawson,South America,Argentina,445.69,3,0.26,119.37,9.66,Debit Card,4
ORD1028,PROD1038,Toys,Stuffed Toys,14-03-2024,16-03-2024,CUST1138,Jamie Price,Asia,India,331.78,1,0.02,81.44,49.48,Credit Card,1
ORD1029,PROD1039,Sports,Dumbbells,29-04-2024,08-05-2024,CUST1139,Ryan White,South America,Colombia,223.88,2,0.08,27.26,23.9,PayPal,2
ORD1030,PROD1040,Books,Comics,01-09-2024,10-09-2024,CUST1140,Jesse Thomas,Australia,New Zealand,420.86,3,0.21,70.28,9.51,Credit Card,2
ORD1031,PROD1041,Sports,Bicycles,16-10-2024,23-10-2024,CUST1141,Bryan Neal,North America,Canada,103.69,1,0.3,29.06,13.02,PayPal,4
ORD1032,PROD1042,Sports,Treadmills,25-11-2024,30-11-2024,CUST1142,Teresa Jones,Europe,Germany,496.01,4,0.06,59.1,26.73,Debit Card,4
ORD1033,PROD1043,Beauty,Perfumes,12-12-2024,21-12-2024,CUST1143,Madison Lopez,Europe,France,467.28,2,0.22,57.52,14.96,Credit Card,4
ORD1034,PROD1044,Electronics,Smartphones,10-02-2025,12-02-2025,CUST1144,Christopher Perry,South America,Colombia,380.54,4,0.24,89.21,21.44,Gift Card,5
ORD1035,PROD1045,Sports,Bicycles,15-07-2024,20-07-2024,CUST1145,Anthony Snow,Asia,China,415.57,1,0.02,63.16,49.13,Credit Card,4
ORD1036,PROD1046,Sports,Dumbbells,23-02-2025,27-02-2025,CUST1146,Mrs. Laurie Martin DVM,Australia,New Zealand,271.55,2,0,79.18,39.11,Gift Card,4
ORD1037,PROD1047,Toys,Puzzles,15-09-2024,22-09-2024,CUST1147,Virginia Hudson,Australia,New Zealand,369.56,2,0.26,92.58,18.01,Credit Card,1
ORD1038,PROD1048,Electronics,Smartphones,26-01-2025,04-02-2025,CUST1148,Christina Dominguez,Australia,New Zealand,375.64,1,0.14,99.27,15.71,PayPal,2
ORD1039,PROD1049,Electronics,Tablets,07-04-2024,10-04-2024,CUST1149,James Johnson,North America,USA,312.97,4,0.24,71.23,23.31,Debit Card,5
ORD1040,PROD1050,Toys,Puzzles,03-09-2024,10-09-2024,CUST1150,Rachel Brock,North America,USA,46.08,3,0.18,10.12,24.76,PayPal,4
ORD1041,PROD1051,Sports,Dumbbells,03-11-2024,08-11-2024,CUST1151,Karen Guerrero,South America,Colombia,355.17,2,0.18,81.84,35.05,Gift Card,4
ORD1042,PROD1052,Home & Kitchen,Furniture,13-09-2024,16-09-2024,CUST1152,Natalie Harris,Europe,UK,124.12,1,0.06,32.75,9.17,Credit Card,5
ORD1043,PROD1053,Clothing,Shirts,20-06-2024,26-06-2024,CUST1153,John Rogers,South America,Brazil,293.24,4,0.29,53.27,21.11,Credit Card,3
ORD1044,PROD1054,Home & Kitchen,Cookware,11-06-2024,14-06-2024,CUST1154,Nicholas Patterson,Asia,Japan,392.49,4,0.16,115.39,27.62,PayPal,3
ORD1045,PROD1055,Home & Kitchen,Furniture,22-04-2024,30-04-2024,CUST1155,Alexis Rojas,South America,Brazil,41.19,4,0.23,6.84,38.75,Credit Card,5
ORD1046,PROD1056,Beauty,Perfumes,21-07-2024,25-07-2024,CUST1156,Kayla Keller,Europe,Italy,458.05,1,0.03,97.81,42.12,PayPal,2
ORD1047,PROD1057,Toys,Puzzles,22-04-2024,26-04-2024,CUST1157,Andrea Espinoza,Europe,Italy,444.38,1,0.13,45.9,10.46,PayPal,1
ORD1048,PROD1058,Clothing,Shirts,18-02-2025,22-02-2025,CUST1158,Valerie Burke,Europe,France,133.59,2,0.11,32.74,35.28,PayPal,4
ORD1049,PROD1059,Sports,Treadmills,11-08-2024,19-08-2024,CUST1159,Felicia Harris,South America,Argentina,420.1,3,0.25,79.55,34.72,Gift Card,2
ORD1050,PROD1060,Toys,Board Games,20-12-2024,28-12-2024,CUST1160,Diane Baker,Europe,Germany,471.38,3,0.04,110.95,16.35,PayPal,1
ORD1051,PROD1061,Books,Comics,28-09-2024,02-10-2024,CUST1161,Dawn Johnson,Asia,Japan,173.51,2,0.19,46.82,45.89,Gift Card,5
ORD1052,PROD1062,Home & Kitchen,Furniture,25-08-2024,01-09-2024,CUST1162,Bonnie Wiggins,Europe,Italy,50.04,2,0.03,10.92,31.82,Gift Card,2
ORD1053,PROD1063,Books,Fiction,22-08-2024,31-08-2024,CUST1163,Amy Thompson,North America,USA,316.06,4,0.18,42.48,27.02,Debit Card,2
ORD1054,PROD1064,Sports,Treadmills,29-01-2025,02-02-2025,CUST1164,Benjamin Osborne,Europe,UK,196.55,2,0.27,31.72,32.16,Credit Card,2
ORD1055,PROD1065,Beauty,Perfumes,10-05-2024,17-05-2024,CUST1165,Lindsay Gonzales,South America,Colombia,265.78,4,0.28,76.66,18.88,PayPal,1
ORD1056,PROD1066,Toys,Puzzles,27-06-2024,01-07-2024,CUST1166,Cheryl Sullivan,South America,Brazil,434.61,4,0.25,81.07,49.86,Credit Card,5
ORD1057,PROD1067,Home & Kitchen,Bedding,09-02-2025,13-02-2025,CUST1167,Mitchell Krause,Asia,Japan,188.75,3,0.3,54.57,24,Gift Card,5
ORD1058,PROD1068,Electronics,Smartphones,03-11-2024,12-11-2024,CUST1168,Tony Harris,South America,Argentina,158.94,1,0.2,31.43,21.88,Credit Card,1
ORD1059,PROD1069,Electronics,Laptops,21-08-2024,23-08-2024,CUST1169,Elizabeth Knight,Australia,New Zealand,325.88,2,0.25,42.19,24.73,Debit Card,3
ORD1060,PROD1070,Clothing,Jackets,10-08-2024,17-08-2024,CUST1170,Stephen Snyder,North America,Mexico,117.35,2,0,28.45,8.37,Debit Card,1
ORD1061,PROD1071,Home & Kitchen,Bedding,06-04-2024,15-04-2024,CUST1171,Jackie Smith,North America,USA,346.6,3,0.14,39.8,20.47,Credit Card,5
ORD1062,PROD1072,Books,Fiction,09-11-2024,14-11-2024,CUST1172,Casey Nguyen,South America,Argentina,289,1,0.07,37.44,43.07,Debit Card,3
ORD1063,PROD1073,Sports,Dumbbells,20-09-2024,25-09-2024,CUST1173,Alicia Acosta,Asia,South Korea,334.18,4,0.22,98.31,11.48,Credit Card,2
ORD1064,PROD1074,Home & Kitchen,Bedding,06-01-2025,14-01-2025,CUST1174,Stacey Thomas,North America,Canada,306.27,2,0.21,91.22,20.07,Debit Card,4
ORD1065,PROD1075,Home & Kitchen,Decor,08-06-2024,11-06-2024,CUST1175,Mathew Johnson,Europe,France,492.93,3,0.11,65.99,24.82,Debit Card,5
ORD1066,PROD1076,Beauty,Skincare,12-01-2025,19-01-2025,CUST1176,Beth Hernandez,Australia,Australia,221.06,1,0.17,27.65,41.82,Gift Card,3
ORD1067,PROD1077,Toys,Puzzles,23-04-2024,01-05-2024,CUST1177,Courtney Chambers,Europe,UK,411.54,2,0.12,90.11,12.67,PayPal,4
ORD1068,PROD1078,Beauty,Haircare,12-08-2024,19-08-2024,CUST1178,Jeffrey Pruitt DDS,North America,Canada,287.07,3,0.13,49.88,23.54,PayPal,4
ORD1069,PROD1079,Sports,Treadmills,14-01-2025,18-01-2025,CUST1179,Mitchell Rose,Europe,UK,419.35,2,0.21,70.26,20.98,Debit Card,2
ORD1070,PROD1080,Toys,Action Figures,20-05-2024,25-05-2024,CUST1180,Jimmy Dominguez,South America,Argentina,288.88,3,0.18,58.94,29.95,PayPal,1
ORD1071,PROD1081,Clothing,Shoes,12-12-2024,20-12-2024,CUST1181,Timothy Eaton,South America,Brazil,69.74,3,0.1,15.17,42.1,Credit Card,3
ORD1072,PROD1082,Clothing,Jackets,22-08-2024,26-08-2024,CUST1182,Jaime Green,Europe,UK,291.85,2,0.14,41.68,23.36,PayPal,1
ORD1073,PROD1083,Clothing,Shirts,28-04-2024,01-05-2024,CUST1183,Jeff Davis,Australia,New Zealand,307.93,4,0.01,86.73,10.92,Credit Card,2
ORD1074,PROD1084,Home & Kitchen,Decor,24-05-2024,29-05-2024,CUST1184,Andre Rivera,South America,Colombia,343.34,1,0.11,96.44,20.26,Credit Card,4
ORD1075,PROD1085,Clothing,Shirts,15-11-2024,23-11-2024,CUST1185,Jonathan Wright,South America,Argentina,147.77,1,0.27,18.8,24.47,Debit Card,2
ORD1076,PROD1086,Home & Kitchen,Furniture,01-03-2024,07-03-2024,CUST1186,Cindy Vance,Australia,Australia,373.22,2,0.1,71.74,21.2,Gift Card,2
ORD1077,PROD1087,Toys,Action Figures,26-04-2024,28-04-2024,CUST1187,Jimmy Carr,Asia,China,90.84,2,0.06,20.38,23.45,Credit Card,4
ORD1078,PROD1088,Books,Educational,17-05-2024,19-05-2024,CUST1188,Daniel Higgins,North America,Mexico,494.43,2,0.26,121.52,42.27,Debit Card,4
ORD1079,PROD1089,Books,Educational,10-12-2024,18-12-2024,CUST1189,Kathryn Dickerson,Asia,India,96.54,3,0.23,28.33,26.4,Credit Card,4
ORD1080,PROD1090,Sports,Bicycles,30-10-2024,04-11-2024,CUST1190,Thomas Parrish,Asia,South Korea,297.82,4,0.06,36.23,48.93,Debit Card,1
ORD1081,PROD1091,Home & Kitchen,Decor,24-06-2024,29-06-2024,CUST1191,Michael Chandler,Asia,Japan,232.3,3,0.3,41.5,33.01,Gift Card,1
ORD1082,PROD1092,Clothing,Jackets,30-11-2024,07-12-2024,CUST1192,Jon Henderson,Australia,Australia,39.06,4,0.06,6.27,23.63,Debit Card,5
ORD1083,PROD1093,Books,Comics,08-12-2024,16-12-2024,CUST1193,Mr. Robert Nash,North America,Mexico,188.98,3,0.08,24.5,37.33,Credit Card,5
ORD1084,PROD1094,Clothing,Jackets,24-02-2025,04-03-2025,CUST1194,William Johnson,Europe,France,320.25,1,0.22,51.88,31.77,Credit Card,3
ORD1085,PROD1095,Sports,Treadmills,20-05-2024,25-05-2024,CUST1195,Cory Moore,North America,Canada,445.28,3,0.02,45.92,25.08,Gift Card,3
ORD1086,PROD1096,Electronics,Laptops,06-05-2024,11-05-2024,CUST1196,Lindsey Valdez,South America,Brazil,19.78,1,0.02,2.91,36.92,Gift Card,4
ORD1087,PROD1097,Sports,Dumbbells,16-03-2024,21-03-2024,CUST1197,Donna Matthews,Europe,France,115.39,2,0.04,16.59,35.28,Debit Card,3
ORD1088,PROD1098,Sports,Sportswear,17-04-2024,22-04-2024,CUST1198,Margaret Love,Asia,South Korea,461.46,1,0.04,52.17,12.79,Debit Card,2
ORD1089,PROD1099,Electronics,Tablets,20-09-2024,25-09-2024,CUST1199,Jaime Mueller,South America,Brazil,419.57,3,0.06,85.7,43.96,Credit Card,1
ORD1090,PROD1100,Sports,Treadmills,01-09-2024,07-09-2024,CUST1200,Melissa Collins,Australia,Australia,11.89,3,0.13,2.45,17.93,PayPal,2
ORD1091,PROD1101,Books,Non-Fiction,17-04-2024,20-04-2024,CUST1201,Kathleen Ellis,Asia,India,451.94,2,0.12,78.86,35.27,Credit Card,5
ORD1092,PROD1102,Home & Kitchen,Bedding,17-04-2024,25-04-2024,CUST1202,Angela Hall,Asia,Japan,443.08,4,0.21,61.27,31.16,Debit Card,3
ORD1093,PROD1103,Sports,Bicycles,26-11-2024,30-11-2024,CUST1203,Thomas Miller,Australia,Australia,279.11,4,0.15,30.01,24.19,PayPal,3
ORD1094,PROD1104,Sports,Dumbbells,02-02-2025,06-02-2025,CUST1204,William Foley,South America,Colombia,180.37,1,0.14,31.46,26.94,PayPal,2
ORD1095,PROD1105,Clothing,Jeans,01-06-2024,08-06-2024,CUST1205,Angelica Barnett,Asia,Japan,170.38,4,0.29,39.13,13.62,Gift Card,2
ORD1096,PROD1106,Toys,Stuffed Toys,02-03-2024,06-03-2024,CUST1206,Jessica Wolfe,North America,Mexico,205.44,2,0.07,58.83,28.75,PayPal,5
ORD1097,PROD1107,Clothing,Jackets,13-02-2025,18-02-2025,CUST1207,Daniel White,Asia,India,338.25,2,0,57.86,30.89,Gift Card,3
ORD1098,PROD1108,Sports,Dumbbells,08-04-2024,11-04-2024,CUST1208,Daniel Nichols,South America,Argentina,235.64,2,0.14,49.15,35.62,Credit Card,1
ORD1099,PROD1109,Books,Comics,09-09-2024,11-09-2024,CUST1209,Douglas Sanchez,Asia,India,248.66,4,0.06,32.72,38.26,Gift Card,5
ORD1100,PROD1110,Toys,Stuffed Toys,15-08-2024,17-08-2024,CUST1210,Erica Nguyen,Asia,India,51.06,2,0.29,15.23,9.82,Gift Card,5
ORD1101,PROD1111,Sports,Dumbbells,23-04-2024,02-05-2024,CUST1211,Gary Patel,Australia,Australia,226.88,4,0.01,67.64,34.63,Gift Card,2
ORD1102,PROD1112,Clothing,Jackets,06-01-2025,11-01-2025,CUST1212,Carlos Glover,North America,USA,254.73,2,0.17,40.08,24.31,Debit Card,1
ORD1103,PROD1113,Electronics,Laptops,01-11-2024,09-11-2024,CUST1213,Krystal Erickson,Europe,France,395.98,2,0.11,44.34,36.64,Gift Card,2
ORD1104,PROD1114,Books,Fiction,01-05-2024,04-05-2024,CUST1214,Jeffrey Wall,Asia,India,53.39,3,0.23,6.25,39.15,Gift Card,2
ORD1105,PROD1115,Electronics,Headphones,19-06-2024,25-06-2024,CUST1215,Ashley Fields,North America,Mexico,168.83,2,0.04,33.16,25.79,Gift Card,2
ORD1106,PROD1116,Sports,Treadmills,06-01-2025,13-01-2025,CUST1216,Christine Mcneil,North America,Canada,421.8,3,0.1,89.83,36.8,Credit Card,1
ORD1107,PROD1117,Books,Comics,13-06-2024,21-06-2024,CUST1217,Amy Cox,Europe,France,30.3,3,0.13,4.25,31.29,Gift Card,2
ORD1108,PROD1118,Sports,Bicycles,25-03-2024,01-04-2024,CUST1218,Christine Stuart,North America,USA,195.29,3,0.07,23.74,31.56,Credit Card,1
ORD1109,PROD1119,Electronics,Tablets,02-03-2024,10-03-2024,CUST1219,Michael Santiago,Australia,New Zealand,422.4,1,0.01,124.99,22.29,Credit Card,1
ORD1110,PROD1120,Toys,Stuffed Toys,09-11-2024,15-11-2024,CUST1220,Michael Campbell,Europe,Italy,324.97,1,0.24,63.85,5.64,Gift Card,4
ORD1111,PROD1121,Sports,Bicycles,09-03-2024,13-03-2024,CUST1221,Catherine Burnett,Australia,Australia,37.46,2,0.03,3.76,44.16,PayPal,1
ORD1112,PROD1122,Beauty,Perfumes,14-01-2025,22-01-2025,CUST1222,Tim Farmer,Asia,China,249.77,2,0.15,69.2,17.17,PayPal,4
ORD1113,PROD1123,Clothing,Jackets,02-07-2024,08-07-2024,CUST1223,Leslie Cordova,Asia,India,478.67,2,0.13,107.15,37.12,PayPal,2
ORD1114,PROD1124,Books,Fiction,21-06-2024,30-06-2024,CUST1224,Amanda Williams,North America,Canada,357.35,4,0.14,105.94,29.93,Credit Card,4
ORD1115,PROD1125,Clothing,Jeans,14-04-2024,17-04-2024,CUST1225,Lauren Harris,South America,Argentina,336.78,3,0,40.65,23.87,Credit Card,4
ORD1116,PROD1126,Sports,Sportswear,08-01-2025,15-01-2025,CUST1226,Amanda Brown,Australia,Australia,422.71,2,0.28,80.09,16.28,Credit Card,2
ORD1117,PROD1127,Toys,Action Figures,17-10-2024,21-10-2024,CUST1227,Amanda James,North America,Canada,25.61,4,0.2,2.92,35.15,Gift Card,2
ORD1118,PROD1128,Electronics,Laptops,31-12-2024,06-01-2025,CUST1228,Seth Garcia,South America,Colombia,381.76,3,0.23,90.94,27.14,Gift Card,4
ORD1119,PROD1129,Home & Kitchen,Decor,09-11-2024,13-11-2024,CUST1229,Deborah Vasquez,North America,Mexico,284.87,1,0.19,71.9,10.96,Credit Card,1
ORD1120,PROD1130,Clothing,Shoes,04-11-2024,12-11-2024,CUST1230,Phillip Johnson,Europe,France,169.19,2,0.07,48.64,12.98,Gift Card,2
ORD1121,PROD1131,Beauty,Haircare,03-10-2024,09-10-2024,CUST1231,Jon Haas,South America,Brazil,38.83,4,0.1,8.23,43.41,PayPal,5
ORD1122,PROD1132,Sports,Dumbbells,15-06-2024,22-06-2024,CUST1232,Katherine Herring,Australia,New Zealand,332.49,3,0.03,42.32,12.59,PayPal,3
ORD1123,PROD1133,Clothing,Jeans,15-03-2024,22-03-2024,CUST1233,Nicholas Rivera,Australia,New Zealand,121.75,1,0.23,14.73,18.65,Debit Card,3
ORD1124,PROD1134,Books,Comics,18-02-2025,25-02-2025,CUST1234,Tina Fitzpatrick,Australia,New Zealand,331.26,3,0.17,93.09,33.12,Gift Card,5
ORD1125,PROD1135,Books,Educational,12-02-2025,19-02-2025,CUST1235,Matthew Hernandez,Asia,China,348.65,3,0.06,100.06,39.9,Credit Card,3
ORD1126,PROD1136,Toys,Stuffed Toys,25-05-2024,30-05-2024,CUST1236,Billy Chang,Asia,South Korea,319.14,1,0.14,71,27.19,Credit Card,4
ORD1127,PROD1137,Clothing,Jeans,19-08-2024,24-08-2024,CUST1237,Anthony Morris,North America,Mexico,287.41,2,0.18,71.03,46.87,Debit Card,3
ORD1128,PROD1138,Beauty,Makeup,14-04-2024,19-04-2024,CUST1238,Barbara Miller,Australia,New Zealand,41.16,4,0.3,4.47,14.98,Debit Card,4
ORD1129,PROD1139,Toys,Action Figures,30-04-2024,08-05-2024,CUST1239,George Holloway,South America,Colombia,170.76,2,0.2,34.65,6.6,PayPal,5
ORD1130,PROD1140,Toys,Board Games,28-08-2024,31-08-2024,CUST1240,Sabrina Walter,Australia,Australia,386.89,3,0.26,105.12,11.24,PayPal,4
ORD1131,PROD1141,Clothing,Jeans,13-04-2024,15-04-2024,CUST1241,Michael Morris,Europe,France,40,1,0.13,10.42,45.44,Gift Card,4
ORD1132,PROD1142,Books,Educational,31-03-2024,08-04-2024,CUST1242,James Lambert,Asia,India,23.13,2,0.07,5.09,9.41,PayPal,5
ORD1133,PROD1143,Electronics,Tablets,07-10-2024,10-10-2024,CUST1243,Peter Hamilton,Europe,France,470.85,2,0.01,50.4,12.44,Debit Card,1
ORD1134,PROD1144,Sports,Dumbbells,06-04-2024,15-04-2024,CUST1244,Donna Alvarez,Europe,UK,401.47,4,0.21,67.11,49.23,PayPal,4
ORD1135,PROD1145,Home & Kitchen,Bedding,05-05-2024,07-05-2024,CUST1245,Tammy Wood,North America,USA,172.54,1,0.26,45.79,46.57,PayPal,4
ORD1136,PROD1146,Toys,Action Figures,29-12-2024,07-01-2025,CUST1246,Kimberly Michael,North America,USA,221.75,3,0.12,23.88,35.35,PayPal,5
ORD1137,PROD1147,Clothing,Shoes,08-11-2024,15-11-2024,CUST1247,Andre Farrell,Australia,Australia,240.97,3,0.13,29.02,38.6,Credit Card,3
ORD1138,PROD1148,Books,Fiction,19-09-2024,25-09-2024,CUST1248,Derek Fry,South America,Argentina,87.38,4,0.21,13.33,14.59,Credit Card,5
ORD1139,PROD1149,Books,Comics,19-06-2024,21-06-2024,CUST1249,Miss Molly Miller,Europe,UK,293.31,4,0.29,71.5,28.88,PayPal,4
ORD1140,PROD1150,Electronics,Tablets,06-03-2024,10-03-2024,CUST1250,Ashley Stanley,Asia,India,140.33,1,0.12,19.57,27.48,PayPal,1
ORD1141,PROD1151,Electronics,Laptops,28-11-2024,04-12-2024,CUST1251,Annette Carlson,Europe,UK,313.84,2,0.2,75.27,7.25,PayPal,5
ORD1142,PROD1152,Clothing,Jeans,23-11-2024,01-12-2024,CUST1252,Nicole Montoya,North America,Canada,254.34,1,0.08,42.55,21.62,PayPal,4
ORD1143,PROD1153,Beauty,Perfumes,11-02-2025,13-02-2025,CUST1253,Katherine Bowman,Australia,Australia,231.91,1,0.11,37.09,16.35,Debit Card,3
ORD1144,PROD1154,Electronics,Headphones,16-10-2024,23-10-2024,CUST1254,Laura Cantu,North America,Mexico,24.03,1,0.09,6.62,41.21,PayPal,3
ORD1145,PROD1155,Books,Educational,25-09-2024,01-10-2024,CUST1255,Christopher Haney,North America,Canada,360.67,3,0.07,68.05,44.64,Gift Card,2
ORD1146,PROD1156,Electronics,Tablets,10-01-2025,17-01-2025,CUST1256,Mark Pitts,Asia,Japan,243.69,1,0.12,61.25,31.76,Gift Card,2
ORD1147,PROD1157,Electronics,Headphones,03-05-2024,11-05-2024,CUST1257,Rebecca Daniels,South America,Colombia,488.38,3,0.24,131.21,34.36,PayPal,4
ORD1148,PROD1158,Beauty,Makeup,24-03-2024,01-04-2024,CUST1258,David Johnson,Europe,Italy,271.9,2,0.04,73.91,38.99,Gift Card,1
ORD1149,PROD1159,Books,Educational,07-12-2024,09-12-2024,CUST1259,Douglas Griffith,Europe,France,151.09,3,0.05,40.59,31.67,PayPal,4
ORD1150,PROD1160,Toys,Action Figures,10-08-2024,14-08-2024,CUST1260,Jennifer Hernandez,North America,Mexico,297.44,2,0.09,81.09,47.53,Credit Card,2
ORD1151,PROD1161,Sports,Sportswear,09-04-2024,16-04-2024,CUST1261,Kurt Mcdaniel,Europe,Germany,331.09,4,0.19,86,30.06,PayPal,4
ORD1152,PROD1162,Home & Kitchen,Bedding,18-08-2024,27-08-2024,CUST1262,Robert Carroll PhD,Asia,India,409.07,4,0.17,83.52,13.79,Debit Card,4
ORD1153,PROD1163,Home & Kitchen,Bedding,21-11-2024,27-11-2024,CUST1263,Angela Patel,Asia,China,30.01,2,0,3.04,13.85,Credit Card,5
ORD1154,PROD1164,Sports,Dumbbells,14-05-2024,19-05-2024,CUST1264,Blake Torres,Australia,New Zealand,79.11,4,0,20.98,35.21,PayPal,5
ORD1155,PROD1165,Beauty,Haircare,13-10-2024,20-10-2024,CUST1265,Dalton Pacheco,North America,USA,126.6,2,0.07,30.11,18.86,Debit Card,4
ORD1156,PROD1166,Electronics,Headphones,29-05-2024,31-05-2024,CUST1266,Kyle Carney,North America,USA,478.38,2,0.18,97.53,11.68,Credit Card,4
ORD1157,PROD1167,Home & Kitchen,Decor,17-04-2024,21-04-2024,CUST1267,Rachel Lopez,Asia,India,339.04,3,0.26,52.58,31.03,Credit Card,1
ORD1158,PROD1168,Sports,Treadmills,18-07-2024,23-07-2024,CUST1268,Stacy Christian,Australia,New Zealand,305.01,3,0.12,62.85,11.69,PayPal,4
ORD1159,PROD1169,Electronics,Laptops,12-09-2024,15-09-2024,CUST1269,Sarah Taylor,Asia,South Korea,310.73,4,0.28,36.47,14.84,Gift Card,2
ORD1160,PROD1170,Books,Educational,28-09-2024,02-10-2024,CUST1270,Monica Lindsey,Asia,China,141.77,3,0.26,27.78,31.26,Gift Card,1
